SITE_URL,ASSET_URI,CURRENT_BID,CLOSING_DATE_UTC,VIN/SERIAL,YEAR,MAKE/BRAND,MODEL,CONDITION,PHONE,MILES,INVENTORY_ID,TITLE_RESTRICTION,MAP_URL,ACCOUNT_TYPE,SELLER,LOT#,ITEM_LOCATION,EMAIL,LOCATION,ASSET_CONTACT,KILOMETERS,HOURS
http://govdeals.com,/asset/400/3561,3300.0,2024-12-18T14:45:00Z,1FMCU9GDXJUC12134,2018,Ford,Escape,Used/See Description,+15405825125,"92,636.00 (Accurate?: Yes)",SS-011,Clean Title,"http://maps.google.com/maps?q=38.151845,+-77.515075+(6921 N Roxbury Mill Rd )",Government,"Spotsylvania County Fleet Services, VA",3561-400,"6921 N Roxbury Mill Rd , Spotsylvania, Virginia, 22551, USA",mduffie@scs.k12.va.us,"Spotsylvania, Virginia, USA",Megan Duffie,,
http://govdeals.com,/asset/5452/4923,200.0,2024-12-18T14:45:00Z,1FMCU0F74EUB17047,2014,Ford,Escape,Used/See Description,+14052973138,"123,952.00 (Accurate?: )",1416055,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5452,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,,
http://govdeals.com,/asset/55/22392,825.0,2024-12-18T14:45:00Z,1FMCU9C7XAKC96905,2010,Ford,Escape,Used/See Description,,"94,178.00 (Accurate?: Yes)",7117,Clean Title,"http://maps.google.com/maps?q=44.047317,+-123.018664+(225 5th St)",Government,"Springfield, OR",22392-55,"225 5th St, Springfield, Oregon, 97477-4671, USA",,"Springfield, Oregon, USA",,,
http://govdeals.com,/asset/8529/5859,200.0,2024-12-18T14:45:00Z,1FMCU9D76BKA87791,2011,Ford,Escape,Used/See Description,,"157,355.00 (Accurate?: Yes)",273243,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8529,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,,
http://govdeals.com,/asset/5449/4923,500.0,2024-12-18T14:45:00Z,1FMCU0F77eub33436,2014,Ford,Escape,Used/See Description,+14052973138,"158,823.00 (Accurate?: Yes)",1416045,,"http://maps.google.com/maps?q=35.468155,+-97.521246+(100 N Walker Ave)",Government,"Oklahoma City, OK",4923-5449,"100 N Walker Ave, Oklahoma City, Oklahoma, 73102-2230, USA",sherry.cochranschmees@okc.gov,"Oklahoma City, Oklahoma, USA",Sherry Cochran-Schmees,,
http://govdeals.com,/asset/8265/1428,1500.0,2024-12-18T14:45:00Z,1FMCU9G98DUD71945,2013,FORD,ESCAPE SE,Used/See Description,+18016197213,"200,398.00 (Accurate?: Yes)",28693,Clean Title,"http://maps.google.com/maps?q=40.509586,+-111.888173+(447 W 13800 S)",Government,"State of Utah Surplus Property, UT",1428-8265,"447 W 13800 S, Draper, Utah, 84020-8145, USA",jnoveson@utah.gov,"Draper, Utah, USA",Jake Oveson,,
http://govdeals.com,/asset/194/578,2500.0,2024-12-18T14:45:00Z,1FMCU9GX8DUB16453,2013,Ford,Escape,Used/See Description,+18288943301,"148,035.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=35.2455,+-82.1757+(40 Courthouse St)",Government,,578-194,"40 Courthouse St, Polk County Government, Columbus, North Carolina, 28722, USA",ahigh@polknc.org,"Columbus, North Carolina, USA",Ange' High,,
http://govdeals.com,/asset/768/26446,500.0,2024-12-18T14:45:00Z,1FMCU5K37CKB05872,2012,Ford,Escape Hybrid,Used/See Description,,"96,813.00 (Accurate?: )",123534,,"http://maps.google.com/maps?q=42.640042,+-73.743145+(52 Washington St)",Government,,26446-768,"52 Washington St, 101 South, Rensselaer, New York, 12144-2834, USA",,"Rensselaer, New York, USA",,,
http://govdeals.com,/asset/25/14049,120.0,2024-12-18T14:45:00Z,1FMCU9GX7EUC38285,2014,Ford,Escape,Used/See Description,,"91,591.00 (Accurate?: Unknown)",58712-00 / Fleet #016,,"http://maps.google.com/maps?q=40.441913,+-79.998671+(345 6th Ave)",Government,"Port Authority of Allegheny County, PA",14049-25,"345 6th Ave, Heinz 57 Center, Pittsburgh, Pennsylvania, 15222-2541, USA",,"Pittsburgh, Pennsylvania, USA",,,
http://govdeals.com,/asset/106/361,1550.0,2024-12-18T14:45:00Z,,2011,FORD,ESCAPE,Used/See Description,+17044730756,"88,655.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=35.378193,+-81.379318+(116 S Mountain St)",Government,,361-106,"116 S Mountain St, , Cherryville, North Carolina, 28021-3421, USA",cjking@cityofcherryville.com,"Cherryville, North Carolina, USA",Chris King,,
http://govdeals.com,/asset/24/14049,525.0,2024-12-18T14:45:00Z,1FMCU9GX2GUB25718,2016,Ford,Escape,Used/See Description,,"155,573.00 (Accurate?: Unknown)",58778-00 / Fleet #407,,"http://maps.google.com/maps?q=40.441913,+-79.998671+(345 6th Ave)",Government,"Port Authority of Allegheny County, PA",14049-24,"345 6th Ave, Heinz 57 Center, Pittsburgh, Pennsylvania, 15222-2541, USA",,"Pittsburgh, Pennsylvania, USA",,,
http://govdeals.com,/asset/8536/5859,200.0,2024-12-18T14:45:00Z,1FMCU9GD2KUB67112,2019,Ford,Escape,Used/See Description,,"117,124.00 (Accurate?: Yes)",273618,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8536,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,,
http://govdeals.com,/asset/730/5376,500.0,2024-12-18T14:45:00Z,1FMCU59339KA35544,2009,Ford,Escape Hybrid,Used/See Description,,,EMS-4,,"http://maps.google.com/maps?f=q&hl=en&q=Niagara Region,+Niagara on the Lake,+ON+L0S 1J0",Government,"Niagara Region, ON",5376-730,"Niagara Region, Niagara on the Lake, Ontario, L0S 1J0, CAN",,"Niagara on the Lake, Ontario, CAN",,"230,438.00 (Accurate?: Yes)",
http://govdeals.com,/asset/38253/8445,676.0,2024-12-18T14:45:00Z,1FMCU9G91EUE28519,2014,Ford,Escape,Used/See Description,,"111,489.00 (Accurate?: Yes)",24-3790,Clean Title,"http://maps.google.com/maps?q=47.56698989868164,+-117.69605255126953+(751 S Pine St)",Government,"State of Washington Surplus Operations, WA",8445-38253,"751 S Pine St, Building T, Medical Lake, Washington, 99022, USA",,"Medical Lake, Washington, USA",,,
http://govdeals.com,/asset/8544/5859,525.0,2024-12-18T14:45:00Z,1FMCU9GD9HUB90508,2017,Ford,Escape,Used/See Description,,"159,581.00 (Accurate?: Yes)",273294,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8544,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,,
http://govdeals.com,/asset/324/24331,100.0,2024-12-18T14:45:00Z,1FMCU59H47KA62518,2007,Ford,Escape Hybrid,Used/See Description,,"2,019,098.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=38.891300201416016,+-77.43546295166016+(14101 Parke Long Ct)",Commercial,"Exotic Liquidators - Government Remarketing, VA",24331-324,"14101 Parke Long Ct, , Chantilly, Virginia, 20151, USA",,"Chantilly, Virginia, USA",,,
http://govdeals.com,/asset/249/27091,300.0,2024-12-18T14:45:00Z,1FMYU93175KB03388,2005,Ford,Escape,Used/See Description,,"153,683.00 (Accurate?: Yes)",5035,Clean Title,"http://maps.google.com/maps?q=38.781579,+-76.894572+(7827 Branch Ave)",Commercial,,27091-249,"7827 Branch Ave, Clinton, Maryland, 20735-1624, USA",,"Clinton, Maryland, USA",,,
http://govdeals.com,/asset/32837/685,1500.0,2024-12-18T14:45:00Z,1FMCU0F77KUB14526,2019,Ford,Escape,Used/See Description,+18038966880,"68,464.00 (Accurate?: Yes)",257710010 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32837,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/57/25903,210.0,2024-12-18T14:45:00Z,1FMCU5K38AKA07771,2010,Ford,Escape Hybrid,Used/See Description,,"172,725.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=38.060165,+-77.339469+(17398 A P Hill Blvd)",Commercial,"Expert Auto - Impound/Towing, VA",25903-57,"17398 A P Hill Blvd, Bowling Green, Virginia, 22427-2127, USA",,"Bowling Green, Virginia, USA",,,
http://govdeals.com,/asset/32842/685,4750.0,2024-12-18T14:45:00Z,1FMCU0F71KUB14523,2019,Ford,Escape,Used/See Description,+18038966880,"83,315.00 (Accurate?: Yes)",258442010 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32842,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32839/685,3700.0,2024-12-18T14:45:00Z,1FMCU0F70KUB32124,2019,Ford,Escape,Used/See Description,+18038966880,"74,994.00 (Accurate?: Yes)",257748009 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32839,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/27/26900,4800.0,2024-12-18T14:45:00Z,1FMCU9G93HUA82168,2017,Ford,Escape,Used/See Description,,"110,138.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=28.334778,+-82.697159+(7109 Elizabeth Ave)",Commercial,,26900-27,"7109 Elizabeth Ave, Hudson, Florida, 34667-2046, USA",,"Hudson, Florida, USA",,,
http://govdeals.com,/asset/2/28093,3000.0,2024-12-18T14:45:00Z,1FMCU0GD3HUE40384,2017,Ford,Escape,Used/See Description,,"86,357.00 (Accurate?: )",,Clean Title,"http://maps.google.com/maps?q=28.334778,+-82.697159+(7109 Elizabeth Ave)",Commercial,,28093-2,"7109 Elizabeth Ave, Hudson, Florida, 34667-2046, USA",,"Hudson, Florida, USA",,,
http://govdeals.com,/asset/83/9218,3550.0,2024-12-18T14:45:00Z,1FMCU9GX7GUC75386,2016,Ford,Escape,Used/See Description,,"53,027.00 (Accurate?: Yes)",001 County Exec,,"http://maps.google.com/maps?q=43.7784,+-88.4415+(1820 S Hickory St)",Government,"Fond du Lac County Highway Commission, WI",9218-83,"1820 S Hickory St, Fond Du Lac, Wisconsin, 54937-8554, USA",,"Fond Du Lac, Wisconsin, USA",,,
http://govdeals.com,/asset/32848/685,4750.0,2024-12-18T14:45:00Z,1FMCU0F73KUB14541,2019,Ford,Escape,Used/See Description,+18038966880,"86,187.00 (Accurate?: Yes)",257748010 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32848,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/38288/8445,500.0,2024-12-18T14:45:00Z,1FMYU96H46KA08331,2006,Ford,Escape Hybrid,Used/See Description,,"193,445.00 (Accurate?: Yes)",25-0189,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38288,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,,
http://govdeals.com,/asset/32846/685,1100.0,2024-12-18T14:45:00Z,1FMCU0F7XKUB14536,2019,Ford,Escape,Used/See Description,+18038966880,"65,491.00 (Accurate?: Yes)",258669003 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32846,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32841/685,2000.0,2024-12-18T14:45:00Z,1FMCU0F72JUC49752,2018,Ford,Escape,Used/See Description,+18038966880,"52,580.00 (Accurate?: Yes)",258669004 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32841,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/39/20593,2700.09,2024-12-18T14:45:00Z,1FMCU0C79BKB79636,2011,Ford,Escape,Used/See Description,,"39,107.00 (Accurate?: Yes)",105-11,Clean Title,"http://maps.google.com/maps?q=45.082968,+-93.134459+(4615 Victoria St N)",Government,"Shoreview, MN",20593-39,"4615 Victoria St N, Shoreview, Minnesota, 55126-5812, USA",,"Shoreview, Minnesota, USA",,,
http://govdeals.com,/asset/990/482,100.0,2024-12-18T14:45:00Z,1FMCU59339KA28786,2009,Ford,Escape Hybrid,Used/See Description,+15025406757,"101,924.00 (Accurate?: Yes)",MSD 2732,Clean Title,"http://maps.google.com/maps?q=38.221441,+-85.810105+(3050 Commerce Center Pl)",Government,,482-990,"3050 Commerce Center Pl, Louisville, Kentucky, 40211-1972, USA",robert.waltz@louisvillemsd.org,"Louisville, Kentucky, USA",Robert Waltz,,
http://govdeals.com,/asset/32851/685,1501.01,2024-12-18T14:45:00Z,1FMCU0F76KUB14548,2019,Ford,Escape,Used/See Description,+18038966880,"82,220.00 (Accurate?: Yes)",258669009 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32851,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/23091/2,826.0,2024-12-18T14:45:00Z,1FMCU0F77EUD81444,2014,Ford,Escape,Used/See Description,,"117,379.00 (Accurate?: )",4462AD,Clean Title,"http://maps.google.com/maps?q=36.111561,+-86.691467+(1417 Murfreesboro Pike)",Government,"Metropolitan Government of Nashville and Davidson County, TN",2-23091,"1417 Murfreesboro Pike, Nashville, Tennessee, 37217-3600, USA",,"Nashville, Tennessee, USA",,,
http://govdeals.com,/asset/32857/685,4500.0,2024-12-18T14:45:00Z,1FMCU0F7XKUB14469,2019,Ford,Escape,Used/See Description,+18038966880,"80,404.00 (Accurate?: Yes)",258669008 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32857,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/452/20890,100.0,2024-12-18T14:45:00Z,1FMMCU9GX3DUD7I866,2013,Ford,Escape,Used/See Description,,"85,150.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=40.788154,+-73.209586+(4 N Peters Blvd)",Commercial,,20890-452,"4 N Peters Blvd, Central Islip, New York, 11722-2912, USA",,"Central Islip, New York, USA",,,
http://govdeals.com,/asset/32856/685,1600.0,2024-12-18T14:45:00Z,1FMCU0F74KUB14452,2019,Ford,Escape,Used/See Description,+18038966880,"68,105.00 (Accurate?: Yes)",258669007 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32856,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/2086/380,360.0,2024-12-18T14:45:00Z,1FMCU93G89KA32416,2009,Ford,Escape,Used/See Description,+16152675409,"74,312.00 (Accurate?: Yes)",2086,Clean Title,"http://maps.google.com/maps?q=35.974158,+-86.511465+(315 S Lowry St)",Government,"Smyrna, TN",380-2086,"315 S Lowry St, Smyrna, Tennessee, 37167-3416, USA",beth.morris@townofsmyrna.org,"Smyrna, Tennessee, USA",Beth Morris,,
http://govdeals.com,/asset/1683/26446,500.0,2024-12-18T14:45:00Z,1FMCU9DG5CKB69111,2012,Ford,Escape,Used/See Description,,"101,786.00 (Accurate?: Unknown)",121490,,"http://maps.google.com/maps?q=42.68038558959961,+-73.81611633300781+(1220 Washington Ave)",Government,,26446-1683,"1220 Washington Ave, Building 18 - Suite 102, Albany, New York, 12226, USA",,"Albany, New York, USA",,,
http://govdeals.com,/asset/970/5124,3000.0,2024-12-18T14:45:00Z,1FMCU0F79JUD17738,2018,Ford,Escape,Used/See Description,+17406497076,"77,993.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=39.333325,+-82.982082+(2 N Paint St)",Government,,5124-970,"2 N Paint St, Suite H, Chillicothe, Ohio, 45601-3109, USA",relliottinc@yahoo.com,"Chillicothe, Ohio, USA",Ryan Elliott,,
http://govdeals.com,/asset/260/1619,691.66,2024-12-18T14:45:00Z,1FMCU9HD5KUA54687,2019,Ford,Escape,Used/See Description,+17316942023,"62,837.00 (Accurate?: Yes)",4687,Yes: Salvage Title,"http://maps.google.com/maps?q=35.579617,+-88.908455+(317 Denmark Jackson Rd)",Government,,1619-260,"317 Denmark Jackson Rd, Denmark, Tennessee, 38391-1859, USA",jgibbons@madisoncountytn.gov,"Denmark, Tennessee, USA",Jimmy Gibbons,,
http://govdeals.com,/asset/38322/8445,1000.0,2024-12-18T14:45:00Z,1FMCU93188KB33434,2008,Ford,Escape,Used/See Description,,"227,719.00 (Accurate?: Yes)",25-0041,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38322,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,,
http://govdeals.com,/asset/179/5804,46.0,2024-12-18T14:45:00Z,1FMYU03117KA59936,2007,FORD,ESCAPE,Used/See Description,,"241,575.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?q=34.81621,+-89.981401+(3091 Industrial Dr W)",Government,"DeSoto County Sheriff's Department, MS",5804-179,"3091 Industrial Dr W, Hernando, Mississippi, 38632, USA",,"Hernando, Mississippi, USA",,,
http://govdeals.com,/asset/270/2290,100.0,2024-12-18T14:45:00Z,,2008,Ford,Hybrid Escape,Used/See Description,+19195374316,,,,"http://maps.google.com/maps?q=35.907432,+-79.081494+(400 Jones Ferry Rd)",Government,,2290-270,"400 Jones Ferry Rd, Carrboro, North Carolina, 27510, USA",dmoore@owasa.org,"Carrboro, North Carolina, USA",David Moore,,
http://govdeals.com,/asset/8563/5859,660.0,2024-12-18T14:45:00Z,1FMCU9GDXHUA52038,2017,Ford,Escape,Used/See Description,,"118,565.00 (Accurate?: Yes)",273613,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8563,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,,
http://govdeals.com,/asset/26/14049,634.0,2024-12-18T14:45:00Z,1FMCU9C76BKC61571,2011,Ford,Escape,Used/See Description,,"56,276.00 (Accurate?: Unknown)",58624-00 / FLEET #107,,"http://maps.google.com/maps?q=40.441913,+-79.998671+(345 6th Ave)",Government,"Port Authority of Allegheny County, PA",14049-26,"345 6th Ave, Heinz 57 Center, Pittsburgh, Pennsylvania, 15222-2541, USA",,"Pittsburgh, Pennsylvania, USA",,,
http://govdeals.com,/asset/32897/685,1200.0,2024-12-18T14:45:00Z,1FMCU0F78JUC49741,2018,Ford,Escape,Used/See Description,+18038966880,"50,862.00 (Accurate?: Yes)",259263007 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32897,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32889/685,1200.0,2024-12-18T14:45:00Z,1FMCU0F79KUB32123,2019,Ford,Escape,Used/See Description,+18038966880,"75,603.00 (Accurate?: Yes)",258818008 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32889,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32896/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F71JUC37835,2018,Ford,Escape,Used/See Description,+18038966880,"64,432.00 (Accurate?: Yes)",259263004 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32896,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/4279/19,850.0,2024-12-18T14:45:00Z,1FMCU9C74CKA37023,2012,Ford,Escape,Used/See Description,,"28,800.00 (Accurate?: Yes)",12700,Clean Title,"http://maps.google.com/maps?q=37.38041305541992,+-77.50691223144531+(9700 Lori Ln)",Government,"Chesterfield County, VA",19-4279,"9700 Lori Ln, , Chesterfield, Virginia, 23832, USA",,"Chesterfield, Virginia, USA",,,
http://govdeals.com,/asset/32894/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F78KUB14454,2019,Ford,Escape,Used/See Description,+18038966880,"75,194.00 (Accurate?: Yes)",259260002 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32894,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32899/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F74JUA58592,2018,Ford,Escape,Used/See Description,+18038966880,"28,839.00 (Accurate?: Yes)",259263006 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32899,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/32895/685,1000.0,2024-12-18T14:45:00Z,1FMCU0F73JUC37870,2018,Ford,Escape,Used/See Description,+18038966880,"80,304.00 (Accurate?: Yes)",259263005 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32895,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/38338/8445,1000.0,2024-12-18T14:45:00Z,1FMCU9GXXEUC61236,2014,Ford,Escape,Used/See Description,,"95,770.00 (Accurate?: Yes)",24-4136,Clean Title,"http://maps.google.com/maps?q=46.980812,+-122.911591+(7511 New Market St SW)",Government,"State of Washington Surplus Operations, WA",8445-38338,"7511 New Market St SW, [Only by Appointment], Tumwater, Washington, 98501-5701, USA",,"Tumwater, Washington, USA",,,
http://govdeals.com,/asset/32887/685,1500.0,2024-12-18T14:45:00Z,1FMCU0F72JUA58509,2018,Ford,Escape,Used/See Description,+18038966880,"46,742.00 (Accurate?: Yes)",259263008 (Auction Lot),Clean Title,"http://maps.google.com/maps?q=33.950918,+-81.110915+(1441 Boston Ave )",Government,,685-32887,"1441 Boston Ave , West Columbia, South Carolina, 29170-2137, USA",bob.carson@admin.sc.gov,"West Columbia, South Carolina, USA",Bob Carson,,
http://govdeals.com,/asset/13195/4788,165.0,2024-12-18T14:45:00Z,1FMYU95HX6KA20467,2006,Ford,Escape Hybrid,Used/See Description,,"101,442.00 (Accurate?: Unknown)",DR #40911,,"http://maps.google.com/maps?q=40.013733,+-83.037111+(2650 Kenny Rd)",Government,"Ohio State University Surplus Department, OH",4788-13195,"2650 Kenny Rd, , Columbus, Ohio, 43210-1039, USA",,"Columbus, Ohio, USA",,,
http://govdeals.com,/asset/12324/1328,510.0,2024-12-18T14:45:00Z,1fmcu0dg1bka27042,2011,Ford,Escape,Used/See Description,+13342840577,"159,625.00 (Accurate?: Yes)",02012025-002,Clean Title,"http://maps.google.com/maps?q=32.32308,+-86.347763+(4590 Mobile Hwy)",Government,"State of Alabama, Surplus Property Division, AL",1328-12324,"4590 Mobile Hwy, Montgomery, Alabama, 36108-5110, USA",SP@adeca.alabama.gov,"Montgomery, Alabama, USA",Surplus Warehouse,,
http://govdeals.com,/asset/8578/5859,625.0,2025-02-11T02:30:00Z,1FMCU92709KB70162,2009,Ford,Escape,Used/See Description,,"109,234.00 (Accurate?: Yes)",274220,Clean Title,"http://maps.google.com/maps?q=44.971538,+-123.011183+(1655 Salem Industrial Dr NE)",Government,State of Oregon,5859-8578,"1655 Salem Industrial Dr NE, Salem, Oregon, 97301-0375, USA",,"Salem, Oregon, USA",,,
http://govdeals.com,/asset/51/8515,509.0,2025-02-10T21:04:00Z,1FMCU93G29KC79804,2009,Ford,Escape,Used/See Description,,"64,797.00 (Accurate?: Yes)",,,"http://maps.google.com/maps?q=40.84795,+-73.99783+(275 Broad Ave)",Government,,8515-51,"275 Broad Ave, Palisades Park, New Jersey, 07650-1534, USA",,"Palisades Park, New Jersey, USA",,,
http://govdeals.com,/asset/2110/17125,1000.0,2025-02-17T01:02:00Z,1FMCU9GX0EUD51866,2014,Ford,Escape,Used/See Description,,"117,720.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?f=q&hl=en&q=Brooklyn,+Brooklyn,+NY+11212",Government,,17125-2110,"Brooklyn, Brooklyn, New York, 11212, USA",,"Brooklyn, New York, USA",,,
http://govdeals.com,/asset/2112/17125,1000.0,2025-02-19T03:58:00Z,1FMCU9GX4EUD51871,2014,Ford,Escape,Used/See Description,,"108,234.00 (Accurate?: Yes)",,Clean Title,"http://maps.google.com/maps?f=q&hl=en&q=Brooklyn,+Brooklyn,+NY+11212",Government,,17125-2112,"Brooklyn, Brooklyn, New York, 11212, USA",,"Brooklyn, New York, USA",,,
http://govdeals.com,/asset/1592/26446,500.0,2025-02-10T18:40:00Z,1FMCU9DG6CKC55365,2012,Ford,Escape,Used/See Description,,"239,924.00 (Accurate?: Unknown)",121391,,"http://maps.google.com/maps?q=43.081626892089844,+-79.03974914550781+(1905 Buffalo Ave)",Government,,26446-1592,"1905 Buffalo Ave, , Niagara Falls, New York, 14303, USA",,"Niagara Falls, New York, USA",,,
http://govdeals.com,/asset/178/22368,500.0,2025-02-17T21:15:00Z,1FMCU493X9KA42789,2009,Ford,Escape Hybrid,Used/See Description,,"121,839.00 (Accurate?: Yes)",6612,Clean Title,"http://maps.google.com/maps?q=34.951769,+-120.446275+(810 W Church St)",Government,"Santa Maria, CA",22368-178,"810 W Church St, Santa Maria, California, 93458-4222, USA",,"Santa Maria, California, USA",,,
http://govdeals.com,/asset/27/14049,510.0,2025-02-10T19:00:00Z,1FMCU9C76CKC69879,2012,Ford,Escape,Used/See Description,,"99,782.00 (Accurate?: Unknown)",58674-00 / Fleet #109,,"http://maps.google.com/maps?q=40.441913,+-79.998671+(345 6th Ave)",Government,"Port Authority of Allegheny County, PA",14049-27,"345 6th Ave, Heinz 57 Center, Pittsburgh, Pennsylvania, 15222-2541, USA",,"Pittsburgh, Pennsylvania, USA",,,
